Altersjahre,Baden-Württemberg,Bayern,Berlin,Brandenburg,Bremen,Hamburg,Hessen,Mecklenburg-Vorpommern,Niedersachsen,Nordrhein-Westfalen,Rheinland-Pfalz,Saarland,Sachsen,Sachsen-Anhalt,Schleswig-Holstein,Thüringen,Insgesamt
42-Jährige,130377.0,156716.0,42836.0,25651.0,7768.0,23709.0,75022.0,15496.0,89901.0,205149.0,44755.0,10220.0,41747.0,21659.0,32079.0,22099.0,945184.0
43-Jährige,129828.0,156001.0,41493.0,26306.0,7858.0,23119.0,75472.0,15968.0,92031.0,207929.0,45734.0,10299.0,42326.0,22542.0,33199.0,22919.0,953024.0
44-Jährige,140327.0,168561.0,43132.0,29263.0,8312.0,23989.0,80750.0,17459.0,100549.0,224831.0,49804.0,11422.0,46309.0,25945.0,36203.0,25922.0,1032778.0
45-Jährige,151190.0,182221.0,47393.0,34342.0,8817.0,25508.0,87327.0,20231.0,110814.0,245999.0,54682.0,12659.0,54142.0,30779.0,40568.0,29138.0,1135810.0
46-Jährige,157083.0,189377.0,47954.0,34989.0,9191.0,26084.0,91074.0,20654.0,116125.0,257320.0,57396.0,13050.0,54164.0,31075.0,42486.0,29720.0,1177742.0
47-Jährige,168406.0,204491.0,50086.0,36576.0,9795.0,27157.0,97827.0,21506.0,125983.0,281851.0,62228.0,14649.0,54431.0,32144.0,47201.0,30000.0,1264331.0
48-Jährige,176226.0,212958.0,52506.0,38671.0,10404.0,29014.0,102539.0,22960.0,132452.0,294811.0,66027.0,15680.0,55565.0,33044.0,50281.0,30633.0,1323771.0
49-Jährige,179986.0,218069.0,52786.0,40921.0,10499.0,29315.0,104111.0,24140.0,136654.0,302104.0,67785.0,16240.0,57392.0,34525.0,51993.0,31738.0,1358258.0
50-Jährige,183958.0,219621.0,55002.0,43941.0,10840.0,29446.0,106166.0,26102.0,139218.0,309087.0,70447.0,16982.0,60861.0,36014.0,52322.0,33950.0,1393957.0
51-Jährige,183024.0,218183.0,56597.0,45929.0,10799.0,28414.0,106323.0,27685.0,137679.0,307579.0,70549.0,17300.0,63370.0,37738.0,51432.0,35152.0,1397753.0
52-Jährige,185624.0,221217.0,57440.0,47841.0,10741.0,28696.0,106886.0,29156.0,138538.0,311376.0,72102.0,17799.0,65996.0,39371.0,52031.0,37137.0,1421951.0
53-Jährige,183127.0,217937.0,57083.0,49473.0,10512.0,27484.0,105014.0,30392.0,136535.0,305210.0,72101.0,17862.0,66905.0,40682.0,50424.0,37991.0,1408732.0
54-Jährige,176902.0,210795.0,54248.0,49004.0,10295.0,25647.0,100695.0,30312.0,131694.0,292551.0,70228.0,17721.0,65725.0,40249.0,48234.0,37614.0,1361914.0
55-Jährige,173464.0,207736.0,51543.0,48295.0,9825.0,24503.0,98095.0,30752.0,130127.0,286880.0,69755.0,17951.0,65554.0,40232.0,46899.0,38797.0,1340408.0
56-Jährige,168022.0,198781.0,49165.0,46464.0,9563.0,23793.0,94462.0,30032.0,124423.0,280062.0,67469.0,17291.0,62950.0,39080.0,44657.0,36906.0,1293120.0
57-Jährige,160893.0,192026.0,47006.0,45355.0,9313.0,22524.0,91558.0,29239.0,120596.0,272451.0,65165.0,17518.0,62489.0,38222.0,43341.0,36859.0,1254555.0
58-Jährige,152693.0,182238.0,43136.0,41522.0,8930.0,21344.0,86613.0,27528.0,113450.0,258120.0,61692.0,16799.0,57665.0,35866.0,40674.0,34314.0,1182584.0
59-Jährige,147955.0,176209.0,41423.0,40362.0,8916.0,20363.0,84425.0,26779.0,111107.0,251633.0,60876.0,16112.0,57377.0,35302.0,39556.0,34064.0,1152459.0
60-Jährige,143813.0,169007.0,40503.0,40097.0,8401.0,19388.0,81095.0,26843.0,106530.0,242101.0,58316.0,15493.0,58276.0,35727.0,37299.0,34764.0,1117653.0
61-Jährige,135913.0,159494.0,39956.0,40181.0,8170.0,18381.0,77490.0,27059.0,102352.0,231940.0,56239.0,14684.0,60212.0,36546.0,36255.0,34900.0,1079772.0
62-Jährige,131255.0,155277.0,39375.0,39441.0,7940.0,17810.0,75644.0,26899.0,100102.0,226443.0,55066.0,14833.0,59445.0,35739.0,36013.0,34235.0,1055517.0
63-Jährige,125424.0,148642.0,38402.0,38758.0,7581.0,16869.0,71898.0,26390.0,96450.0,214678.0,53427.0,14469.0,59803.0,35761.0,34485.0,34110.0,1017147.0
64-Jährige,124842.0,148816.0,37644.0,37722.0,7553.0,17071.0,72333.0,25620.0,97128.0,211328.0,52889.0,14128.0,60732.0,35392.0,34240.0,33753.0,1011191.0
65-Jährige,120615.0,143549.0,38061.0,36571.0,7589.0,16673.0,70607.0,24706.0,95462.0,203629.0,51606.0,13614.0,61867.0,33720.0,34377.0,33471.0,986117.0
66-Jährige,120745.0,144406.0,39472.0,34233.0,7541.0,17116.0,72122.0,22938.0,95494.0,202261.0,52017.0,13753.0,59258.0,33018.0,34597.0,31666.0,980637.0
67-Jährige,118088.0,140506.0,36762.0,29021.0,7579.0,17044.0,71482.0,19724.0,94021.0,200924.0,50029.0,14031.0,51685.0,29250.0,34347.0,28054.0,942547.0
68-Jährige,108401.0,133395.0,33490.0,24881.0,7046.0,16504.0,66831.0,16917.0,86575.0,182961.0,43094.0,11983.0,41273.0,24645.0,33451.0,24114.0,855561.0
69-Jährige,100251.0,129770.0,31281.0,23658.0,6725.0,15825.0,62296.0,15717.0,78735.0,167736.0,37945.0,9698.0,41072.0,23943.0,30890.0,22897.0,798439.0
70-Jährige,87234.0,113868.0,24262.0,15894.0,6568.0,14563.0,52975.0,10369.0,72943.0,152534.0,33742.0,7824.0,30674.0,19192.0,28822.0,18699.0,690163.0
71-Jährige,74459.0,91251.0,27249.0,18737.0,5225.0,12934.0,43809.0,11085.0,57353.0,127604.0,28008.0,7187.0,36031.0,19447.0,23658.0,17508.0,601545.0
72-Jährige,96400.0,117490.0,35605.0,27752.0,6468.0,16188.0,57946.0,16394.0,76269.0,164452.0,36562.0,9661.0,52107.0,26962.0,31090.0,25246.0,796592.0
73-Jährige,96723.0,116582.0,37316.0,29503.0,6645.0,16183.0,56962.0,17780.0,77938.0,163571.0,36137.0,9270.0,51064.0,27535.0,31912.0,25287.0,800408.0
74-Jährige,94361.0,112022.0,34854.0,28355.0,6581.0,15610.0,53644.0,17019.0,74740.0,157294.0,34954.0,9065.0,46854.0,27108.0,30321.0,23447.0,766229.0
75-Jährige,112338.0,134900.0,39798.0,34696.0,7319.0,17736.0,63822.0,21371.0,89808.0,185401.0,42838.0,11528.0,57634.0,32543.0,36181.0,29577.0,917490.0
76-Jährige,116135.0,141151.0,37473.0,34269.0,7534.0,17886.0,67221.0,21233.0,92018.0,196610.0,45724.0,11845.0,58296.0,32767.0,35957.0,31365.0,947484.0
77-Jährige,112686.0,136991.0,34497.0,32763.0,7146.0,16826.0,64430.0,21140.0,88577.0,189909.0,44187.0,11901.0,55808.0,31114.0,34907.0,29890.0,912772.0
78-Jährige,102884.0,120866.0,31267.0,29176.0,6761.0,15503.0,57692.0,19195.0,82526.0,175160.0,40205.0,10717.0,49565.0,27322.0,31917.0,25416.0,826172.0
79-Jährige,92781.0,107440.0,28633.0,26363.0,6103.0,14290.0,52319.0,16979.0,73738.0,160361.0,36639.0,10486.0,43951.0,24612.0,28458.0,22486.0,745639.0
80-Jährige,86654.0,98544.0,26284.0,24636.0,5772.0,13312.0,48920.0,15865.0,67372.0,148831.0,34530.0,10060.0,41764.0,22900.0,25890.0,21156.0,692490.0
81-Jährige,79371.0,89508.0,24362.0,23019.0,5166.0,12397.0,44585.0,14807.0,61869.0,137487.0,31570.0,8708.0,39715.0,21206.0,23425.0,19359.0,636554.0
82-Jährige,68342.0,78766.0,21593.0,19937.0,4456.0,10227.0,39129.0,13028.0,53755.0,122746.0,27590.0,7134.0,34860.0,18647.0,20175.0,16967.0,557352.0
83-Jährige,54147.0,62482.0,14549.0,14353.0,3236.0,7478.0,29714.0,9853.0,39738.0,91163.0,21054.0,5869.0,25642.0,13891.0,14179.0,12495.0,419843.0
84-Jährige,49903.0,58656.0,12831.0,13383.0,3036.0,6793.0,27164.0,9223.0,37170.0,84821.0,19570.0,5596.0,23241.0,12826.0,12732.0,11787.0,388732.0
85-Jährige,46738.0,53747.0,12167.0,12139.0,2839.0,6533.0,25539.0,8212.0,35339.0,79792.0,18491.0,5230.0,22472.0,11900.0,12135.0,10688.0,363961.0
86-Jährige,44202.0,50916.0,11692.0,11560.0,2703.0,6370.0,24990.0,7444.0,33708.0,77281.0,17785.0,4669.0,22072.0,11241.0,11342.0,10437.0,348412.0
87-Jährige,38564.0,44347.0,10340.0,9829.0,2431.0,5742.0,21899.0,6337.0,29027.0,67319.0,15615.0,4126.0,19533.0,9645.0,10031.0,8796.0,303581.0
88-Jährige,33756.0,38770.0,8764.0,8270.0,2208.0,5139.0,19236.0,5279.0,25846.0,58708.0,13723.0,3527.0,16540.0,8311.0,9026.0,7807.0,264910.0
89-Jährige,27416.0,32114.0,7130.0,6481.0,1852.0,4149.0,15949.0,4132.0,21671.0,48051.0,11322.0,2956.0,13174.0,6484.0,7431.0,6166.0,216478.0
90 Jahre und mehr,96058.0,112138.0,27307.0,20919.0,6811.0,16291.0,57415.0,12899.0,75141.0,161097.0,38939.0,9810.0,46106.0,21330.0,27081.0,20255.0,749597.0
Insgesamt,10951893.0,12930751.0,3574830.0,2494648.0,678753.0,1810438.0,6213088.0,1610674.0,7945685.0,17890100.0,4066053.0,996651.0,4081783.0,2236252.0,2881926.0,2158128.0,82521653.0
31.12.2017,,,,,,,,,,,,,,,,,0.0
unter 1 Jahr,107493.0,126627.0,39906.0,20713.0,6859.0,20789.0,60832.0,13109.0,73313.0,171522.0,37603.0,8281.0,36881.0,17902.0,25212.0,18032.0,785074.0
1-Jährige,108471.0,126688.0,40070.0,21896.0,6842.0,20758.0,61484.0,13674.0,74860.0,174010.0,38134.0,8283.0,38070.0,18451.0,25829.0,18629.0,796149.0
2-Jährige,104970.0,122312.0,37994.0,21287.0,6651.0,19374.0,59412.0,13997.0,72122.0,167692.0,37051.0,7959.0,37682.0,18315.0,25132.0,18678.0,770628.0
3-Jährige,102731.0,119982.0,37325.0,22202.0,6393.0,18716.0,57911.0,13736.0,72135.0,165218.0,36459.0,7984.0,37625.0,18472.0,25160.0,18819.0,760868.0
4-Jährige,99563.0,116604.0,35201.0,21341.0,5989.0,17722.0,56026.0,13621.0,69436.0,158089.0,35214.0,7464.0,36653.0,18105.0,24497.0,18534.0,734059.0
5-Jährige,98052.0,115772.0,35025.0,21952.0,5870.0,17169.0,55857.0,13753.0,69040.0,158750.0,34768.0,7636.0,36808.0,18246.0,24966.0,18424.0,732088.0
6-Jährige,96600.0,111554.0,32791.0,21893.0,5522.0,16091.0,55519.0,13649.0,68097.0,154826.0,34599.0,7819.0,36179.0,17863.0,24310.0,18216.0,715528.0
7-Jährige,99322.0,113046.0,33022.0,22751.0,5816.0,16279.0,56425.0,14280.0,70614.0,159200.0,35142.0,7797.0,36581.0,18230.0,25503.0,18578.0,732586.0
8-Jährige,98281.0,111633.0,32377.0,22103.0,5849.0,15974.0,55694.0,13960.0,69776.0,157095.0,34383.0,7701.0,35567.0,17976.0,25048.0,17751.0,721168.0
9-Jährige,100969.0,114870.0,32328.0,22643.0,5843.0,16258.0,56978.0,14016.0,71987.0,162597.0,35838.0,7993.0,35899.0,18504.0,25888.0,18235.0,740846.0
10-Jährige,101376.0,114654.0,31304.0,22092.0,6019.0,15895.0,56921.0,13472.0,72131.0,162065.0,35610.0,7840.0,34859.0,17881.0,26182.0,17781.0,736082.0
11-Jährige,100140.0,112538.0,29875.0,21098.0,5840.0,15556.0,55739.0,13081.0,71674.0,160601.0,34818.0,7813.0,33287.0,17122.0,25779.0,16784.0,721745.0
12-Jährige,102259.0,114481.0,29019.0,20816.0,5731.0,15505.0,56963.0,12743.0,73155.0,162979.0,35591.0,8050.0,33283.0,17314.0,25877.0,17054.0,730820.0
13-Jährige,104282.0,117385.0,29040.0,21127.0,5749.0,15322.0,57696.0,13322.0,75876.0,166933.0,36434.0,8201.0,33606.0,17278.0,27073.0,17566.0,746890.0
14-Jährige,104783.0,118584.0,27894.0,21052.0,5816.0,15034.0,57300.0,13039.0,76367.0,168444.0,37090.0,8186.0,32462.0,16743.0,27331.0,17103.0,747228.0
15-Jährige,106952.0,120645.0,27971.0,20722.0,5727.0,14884.0,58248.0,12746.0,79148.0,172433.0,37835.0,8531.0,31988.0,17337.0,28010.0,17061.0,760238.0
16-Jährige,109700.0,124251.0,28095.0,20683.0,6171.0,15328.0,59959.0,13113.0,82353.0,177741.0,39313.0,8881.0,32258.0,17570.0,28978.0,17570.0,781964.0
17-Jährige,116149.0,130907.0,29222.0,21886.0,6492.0,16213.0,63184.0,13506.0,87093.0,187639.0,41822.0,9421.0,33675.0,18225.0,30921.0,17830.0,824185.0
18-Jährige,120772.0,135993.0,29963.0,20864.0,7199.0,16769.0,64531.0,12989.0,88627.0,191204.0,43110.0,9816.0,33081.0,17825.0,31950.0,17253.0,841946.0
19-Jährige,127276.0,143977.0,32025.0,19571.0,7950.0,18289.0,67978.0,12740.0,90637.0,198309.0,44730.0,10010.0,32705.0,17449.0,31597.0,16991.0,872234.0
20-Jährige,134992.0,151660.0,35459.0,18605.0,8499.0,20437.0,73083.0,12991.0,93935.0,209649.0,46834.0,10617.0,33375.0,17986.0,32577.0,17465.0,918164.0
21-Jährige,134826.0,151645.0,37437.0,17562.0,8630.0,21288.0,72595.0,12362.0,92656.0,209867.0,46141.0,10695.0,32446.0,17299.0,31873.0,16663.0,913985.0
22-Jährige,134109.0,150851.0,38920.0,15743.0,8641.0,21755.0,71479.0,11245.0,90644.0,207338.0,45262.0,10435.0,30737.0,16213.0,30721.0,15734.0,899827.0
23-Jährige,136735.0,154369.0,41624.0,14871.0,8926.0,23559.0,73321.0,10640.0,91319.0,213078.0,46660.0,10904.0,30337.0,15834.0,31213.0,14916.0,918306.0
24-Jährige,141136.0,162467.0,44600.0,14704.0,9307.0,24869.0,75408.0,10950.0,93724.0,220951.0,48426.0,11373.0,31230.0,15908.0,31740.0,15439.0,952232.0
25-Jährige,142549.0,165480.0,48112.0,15623.0,9515.0,26179.0,76360.0,12038.0,93315.0,223870.0,49330.0,11745.0,32528.0,16866.0,31753.0,16347.0,971610.0
26-Jährige,146448.0,169750.0,52819.0,17762.0,10048.0,28347.0,79430.0,13371.0,94533.0,228767.0,50150.0,12001.0,37243.0,18529.0,32400.0,18074.0,1009672.0
27-Jährige,153658.0,179397.0,63248.0,26003.0,10441.0,31148.0,83937.0,19614.0,98616.0,237304.0,51738.0,12347.0,52507.0,26220.0,34036.0,25446.0,1105660.0
28-Jährige,150116.0,175148.0,65449.0,27781.0,10283.0,31227.0,83062.0,20408.0,96242.0,230423.0,50574.0,12042.0,54014.0,26873.0,33047.0,25866.0,1092555.0
29-Jährige,153069.0,179000.0,67436.0,29075.0,10553.0,32448.0,84051.0,21261.0,98536.0,234481.0,51605.0,12330.0,55356.0,27927.0,33792.0,27663.0,1118583.0
30-Jährige,147215.0,174113.0,66450.0,30049.0,10013.0,31451.0,81712.0,21632.0,96085.0,229258.0,49988.0,12144.0,56157.0,27686.0,33037.0,27743.0,1094733.0
31-Jährige,146067.0,172942.0,64896.0,29531.0,9830.0,30851.0,80584.0,20857.0,94411.0,225006.0,49214.0,11986.0,53744.0,26753.0,32207.0,27007.0,1075886.0
32-Jährige,141209.0,166245.0,63284.0,30272.0,9295.0,29963.0,77536.0,20680.0,91033.0,216605.0,47449.0,11368.0,54026.0,26629.0,31302.0,26652.0,1043548.0
33-Jährige,140483.0,166217.0,61135.0,29953.0,9009.0,29558.0,78590.0,20265.0,89810.0,215580.0,47400.0,11234.0,52869.0,26739.0,31290.0,26747.0,1036879.0
34-Jährige,139492.0,167369.0,59967.0,30409.0,9214.0,29177.0,78099.0,20355.0,90950.0,216268.0,47637.0,11388.0,53147.0,26888.0,31916.0,26930.0,1039206.0
35-Jährige,142703.0,171625.0,59635.0,31140.0,9311.0,29260.0,80521.0,20686.0,92730.0,221139.0,49075.0,11642.0,53669.0,26514.0,33089.0,27482.0,1060221.0
36-Jährige,141830.0,170899.0,58082.0,31070.0,8823.0,29016.0,80239.0,19947.0,93161.0,219146.0,49114.0,11533.0,52007.0,26403.0,33250.0,26692.0,1051212.0
37-Jährige,142641.0,170019.0,56728.0,32227.0,8706.0,28836.0,80915.0,20437.0,93895.0,220477.0,48409.0,11546.0,53155.0,26917.0,34131.0,27456.0,1056495.0
38-Jährige,134160.0,162816.0,52502.0,31089.0,8247.0,26832.0,77788.0,19871.0,89645.0,208815.0,46564.0,10917.0,51051.0,25725.0,32536.0,26170.0,1004728.0
39-Jährige,131010.0,160149.0,49939.0,31328.0,8033.0,25973.0,76898.0,19751.0,89495.0,206624.0,45998.0,10597.0,51130.0,25645.0,32686.0,25298.0,990554.0
40-Jährige,130530.0,159366.0,48477.0,30253.0,8011.0,25478.0,75991.0,19121.0,89058.0,207005.0,45547.0,10756.0,49807.0,24647.0,32544.0,24895.0,981486.0
41-Jährige,130711.0,157799.0,46244.0,27701.0,8033.0,25085.0,76141.0,16707.0,89511.0,207714.0,45080.0,10328.0,44539.0,22078.0,32776.0,22396.0,962843.0
42-Jährige,128419.0,154924.0,44017.0,26415.0,7901.0,23819.0,74203.0,15836.0,87564.0,202699.0,44499.0,10053.0,42402.0,21121.0,32163.0,21483.0,937518.0
43-Jährige,131499.0,157508.0,42882.0,25955.0,7750.0,23759.0,75497.0,15560.0,90373.0,205614.0,44875.0,10263.0,41844.0,21738.0,32348.0,22192.0,949657.0
44-Jährige,130714.0,156812.0,41526.0,26612.0,7837.0,23089.0,75816.0,16071.0,92304.0,208350.0,45983.0,10340.0,42439.0,22541.0,33427.0,22992.0,956853.0
45-Jährige,141181.0,169113.0,43066.0,29473.0,8307.0,24049.0,80941.0,17560.0,100816.0,224925.0,50114.0,11452.0,46368.0,25924.0,36345.0,25953.0,1035587.0
46-Jährige,151824.0,182808.0,47309.0,34567.0,8862.0,25463.0,87483.0,20316.0,111040.0,246136.0,54857.0,12697.0,54211.0,30725.0,40807.0,29188.0,1138293.0
47-Jährige,157790.0,189694.0,47889.0,35219.0,9189.0,26093.0,91369.0,20764.0,116339.0,257203.0,57532.0,13070.0,54135.0,31050.0,42606.0,29726.0,1179668.0
48-Jährige,168999.0,204904.0,49954.0,36753.0,9806.0,27143.0,97889.0,21567.0,126175.0,281564.0,62364.0,14631.0,54465.0,32124.0,47316.0,30008.0,1265662.0
49-Jährige,176634.0,213163.0,52299.0,38871.0,10411.0,28981.0,102559.0,23033.0,132553.0,294488.0,66059.0,15653.0,55477.0,32954.0,50344.0,30598.0,1324077.0
50-Jährige,180172.0,218190.0,52588.0,41098.0,10479.0,29168.0,104230.0,24116.0,136608.0,301472.0,67815.0,16246.0,57365.0,34457.0,52135.0,31688.0,1357827.0
51-Jährige,183971.0,219493.0,54765.0,44032.0,10778.0,29327.0,106122.0,26136.0,139153.0,308227.0,70409.0,16945.0,60748.0,35891.0,52376.0,33927.0,1392300.0
52-Jährige,182878.0,217792.0,56262.0,45976.0,10777.0,28304.0,106227.0,27727.0,137504.0,306511.0,70509.0,17246.0,63189.0,37567.0,51563.0,35046.0,1395078.0
53-Jährige,185304.0,220825.0,57115.0,47876.0,10686.0,28572.0,106681.0,29137.0,138327.0,310142.0,71964.0,17757.0,65813.0,39182.0,52090.0,36978.0,1418449.0
54-Jährige,182803.0,217348.0,56733.0,49390.0,10447.0,27314.0,104573.0,30348.0,136258.0,303993.0,71966.0,17780.0,66670.0,40517.0,50435.0,37816.0,1404391.0
55-Jährige,176545.0,210244.0,53796.0,48916.0,10256.0,25534.0,100206.0,30284.0,131316.0,291148.0,70074.0,17636.0,65489.0,40057.0,48111.0,37470.0,1357082.0
56-Jährige,172905.0,206932.0,51053.0,48280.0,9757.0,24340.0,97562.0,30625.0,129757.0,285149.0,69606.0,17839.0,65408.0,39978.0,46844.0,38610.0,1334645.0
57-Jährige,167503.0,197892.0,48693.0,46303.0,9551.0,23579.0,93987.0,29912.0,123878.0,278392.0,67217.0,17190.0,62723.0,38811.0,44603.0,36757.0,1286991.0
58-Jährige,160194.0,191101.0,46632.0,45131.0,9249.0,22294.0,90936.0,29129.0,120074.0,270586.0,64879.0,17393.0,62148.0,37940.0,43215.0,36678.0,1247579.0
59-Jährige,151974.0,181141.0,42755.0,41335.0,8902.0,21170.0,85955.0,27441.0,112883.0,256122.0,61368.0,16682.0,57328.0,35554.0,40553.0,34056.0,1175219.0
60-Jährige,146995.0,175048.0,40933.0,40192.0,8864.0,20145.0,83719.0,26661.0,110459.0,249426.0,60526.0,16001.0,57036.0,34991.0,39451.0,33867.0,1144314.0
61-Jährige,142834.0,167689.0,40039.0,39893.0,8320.0,19159.0,80352.0,26712.0,105802.0,239722.0,57957.0,15335.0,57867.0,35369.0,37138.0,34481.0,1108669.0
62-Jährige,134925.0,158119.0,39472.0,39877.0,8077.0,18146.0,76757.0,26908.0,101633.0,229468.0,55852.0,14532.0,59726.0,36183.0,36080.0,34582.0,1070337.0
63-Jährige,129982.0,153771.0,38772.0,39147.0,7882.0,17539.0,74761.0,26781.0,99379.0,223773.0,54622.0,14690.0,59051.0,35342.0,35882.0,33960.0,1045334.0
64-Jährige,124226.0,147041.0,37774.0,38415.0,7497.0,16615.0,70942.0,26276.0,95744.0,211878.0,52972.0,14307.0,59325.0,35364.0,34269.0,33754.0,1006399.0
65-Jährige,123483.0,147120.0,37070.0,37372.0,7451.0,16776.0,71375.0,25410.0,96217.0,208578.0,52357.0,13970.0,60179.0,34954.0,33987.0,33383.0,999682.0
66-Jährige,119175.0,141727.0,37391.0,36202.0,7486.0,16367.0,69729.0,24501.0,94482.0,200484.0,51028.0,13426.0,61257.0,33267.0,34089.0,33078.0,973689.0
67-Jährige,119260.0,142606.0,38777.0,33809.0,7457.0,16806.0,71115.0,22699.0,94319.0,199160.0,51410.0,13524.0,58544.0,32534.0,34240.0,31261.0,967521.0
68-Jährige,116506.0,138550.0,36080.0,28623.0,7463.0,16738.0,70394.0,19521.0,92813.0,197751.0,49348.0,13826.0,51038.0,28758.0,33889.0,27589.0,928887.0
69-Jährige,106791.0,131450.0,32872.0,24546.0,6912.0,16193.0,65687.0,16693.0,85313.0,179693.0,42322.0,11770.0,40739.0,24199.0,32979.0,23756.0,841915.0
70-Jährige,98712.0,127619.0,30668.0,23312.0,6595.0,15508.0,61206.0,15487.0,77412.0,164576.0,37277.0,9517.0,40457.0,23509.0,30429.0,22531.0,784815.0
71-Jährige,85712.0,111664.0,23752.0,15629.0,6419.0,14241.0,51931.0,10206.0,71558.0,149416.0,33033.0,7648.0,30176.0,18812.0,28346.0,18364.0,676907.0
72-Jährige,72981.0,89434.0,26673.0,18412.0,5091.0,12657.0,42869.0,10906.0,56166.0,124882.0,27445.0,7042.0,35369.0,18997.0,23192.0,17186.0,589302.0
73-Jährige,94438.0,114908.0,34736.0,27219.0,6298.0,15797.0,56679.0,16093.0,74555.0,160516.0,35711.0,9454.0,51112.0,26311.0,30430.0,24751.0,779008.0
74-Jährige,94637.0,113957.0,36457.0,28905.0,6466.0,15813.0,55620.0,17375.0,76098.0,159338.0,35359.0,9052.0,50074.0,26864.0,31190.0,24672.0,781877.0
75-Jährige,92180.0,109327.0,33886.0,27697.0,6373.0,15173.0,52263.0,16593.0,72877.0,153017.0,34062.0,8836.0,45851.0,26310.0,29586.0,22875.0,746906.0
76-Jährige,109557.0,131320.0,38615.0,33803.0,7085.0,17151.0,62152.0,20780.0,87404.0,179985.0,41753.0,11196.0,56113.0,31544.0,35234.0,28751.0,892443.0
77-Jährige,112844.0,137095.0,36270.0,33232.0,7262.0,17331.0,65215.0,20539.0,89249.0,190248.0,44325.0,11443.0,56607.0,31691.0,34923.0,30334.0,918608.0
78-Jährige,109355.0,132561.0,33232.0,31784.0,6867.0,16227.0,62314.0,20435.0,85600.0,183280.0,42699.0,11467.0,54021.0,29971.0,33819.0,28825.0,882457.0
79-Jährige,99217.0,116587.0,30073.0,28113.0,6476.0,14898.0,55520.0,18422.0,79444.0,168184.0,38708.0,10253.0,47805.0,26140.0,30777.0,24392.0,795009.0
80-Jährige,89113.0,102995.0,27445.0,25261.0,5794.0,13686.0,50086.0,16212.0,70622.0,153285.0,35061.0,9973.0,42180.0,23389.0,27303.0,21395.0,713800.0
81-Jährige,82811.0,93905.0,25020.0,23467.0,5468.0,12658.0,46521.0,15040.0,64032.0,141333.0,32836.0,9533.0,39763.0,21612.0,24692.0,20025.0,658716.0
82-Jährige,75218.0,84615.0,23051.0,21740.0,4837.0,11684.0,42084.0,13916.0,58456.0,129678.0,29763.0,8181.0,37540.0,19902.0,22173.0,18199.0,601037.0
83-Jährige,64304.0,73823.0,20335.0,18748.0,4197.0,9601.0,36609.0,12136.0,50325.0,114747.0,25835.0,6620.0,32635.0,17324.0,18894.0,15822.0,521955.0
84-Jährige,50492.0,58121.0,13557.0,13312.0,3002.0,7008.0,27560.0,9115.0,36812.0,84415.0,19558.0,5450.0,23846.0,12799.0,13169.0,11488.0,389704.0
85-Jährige,46005.0,53766.0,11848.0,12274.0,2775.0,6258.0,24940.0,8463.0,34092.0,77707.0,17901.0,5078.0,21337.0,11622.0,11709.0,10724.0,356499.0
86-Jährige,42589.0,48742.0,11098.0,11050.0,2559.0,5963.0,23221.0,7456.0,32046.0,72267.0,16702.0,4698.0,20355.0,10708.0,11024.0,9556.0,330034.0
87-Jährige,39832.0,45563.0,10552.0,10386.0,2421.0,5704.0,22380.0,6678.0,30229.0,69176.0,15856.0,4141.0,19775.0,9958.0,10165.0,9239.0,312055.0
88-Jährige,34078.0,39056.0,9196.0,8687.0,2156.0,5085.0,19271.0,5601.0,25566.0,59233.0,13664.0,3616.0,17248.0,8368.0,8860.0,7744.0,267429.0
89-Jährige,29383.0,33381.0,7696.0,7230.0,1895.0,4524.0,16664.0,4562.0,22401.0,50801.0,11823.0,3005.0,14352.0,7138.0,7852.0,6716.0,229423.0
90 Jahre und mehr,98651.0,113931.0,27931.0,22058.0,6946.0,16473.0,58693.0,13645.0,77003.0,166684.0,40085.0,10136.0,47485.0,21933.0,27610.0,20769.0,770033.0
Insgesamt,11023425.0,12997204.0,3613495.0,2504040.0,681032.0,1830584.0,6243262.0,1611119.0,7962775.0,17912134.0,4073679.0,994187.0,4081308.0,2223081.0,2889821.0,2151205.0,82792351.0
31.12.2018,,,,,,,,,,,,,,,,,0.0
unter 1 Jahr,108601.0,127510.0,39362.0,20116.0,6959.0,20610.0,60791.0,13020.0,73614.0,172060.0,37522.0,8133.0,35751.0,17259.0,25260.0,17410.0,783978.0
1-Jährige,109322.0,128495.0,39548.0,21600.0,6838.0,20472.0,61397.0,13338.0,74824.0,173986.0,38571.0,8324.0,37307.0,18269.0,25807.0,18276.0,796374.0
2-Jährige,109354.0,127859.0,39696.0,22515.0,6791.0,20445.0,61948.0,13770.0,75784.0,175494.0,38779.0,8343.0,38268.0,18597.0,26219.0,18789.0,802651.0
3-Jährige,105856.0,123344.0,37560.0,21929.0,6614.0,19032.0,59882.0,14127.0,73037.0,169193.0,37502.0,8016.0,37905.0,18423.0,25546.0,18797.0,776763.0
4-Jährige,103423.0,120799.0,36922.0,22632.0,6380.0,18516.0,58435.0,13889.0,73133.0,166559.0,36961.0,8049.0,37818.0,18598.0,25522.0,18995.0,766631.0
5-Jährige,100253.0,117677.0,34902.0,21807.0,5987.0,17562.0,56521.0,13726.0,70116.0,159524.0,35581.0,7544.0,36810.0,18180.0,24845.0,18694.0,739729.0
